Subject Name  : XYZ 
Error duration: 0.25 
Total errors  : 2 
Scenario      : A 
Err Sequence  : [2. 5.] 
Min Error Pos : 1250.0 
Max Error Pos : 1550.0 
Suffix        : H 
Set number    : 1 
Data Collection 


Measurement Duration : 32.696669874998406

Measurement Start!!
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,-90.0 ,-90.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.400000000000006 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
 ,0.0 ,10.300000000000011 ,30.0 ,F ,N ,NP
